index,file_name,category,question,answer,predicted,raw_response,correct,n_examples
54,016693.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,D,D,D,True,5
55,016693.jpg,"Teeth,Patho,SumRec",Which tooth requires monitoring for suspicious caries?,A,A,A,True,1
56,016693.jpg,"Teeth,Jaw",In which jaw is the missing tooth region detected?,C,C,C,True,2
57,016694.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,A,A,A,True,3
59,016694.jpg,Teeth,How many teeth are visualized in the radiograph?,D,C,C,False,5
60,016694.jpg,"Teeth,Patho",Which tooth has a periapical lesion?,C,A,A,False,5
61,016694.jpg,Jaw,Is there apparent bone loss in the jaw?,C,A,A,False,5
62,016708.jpg,"Teeth,HisT",Which tooth shows evidence of a crown restoration and root canal treatment?,D,D,D,True,5
63,016708.jpg,"Teeth,HisT",Which tooth is described as having an implant restoration?,C,B,B,False,5
64,016708.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical granuloma?,C,A,A,False,5
65,016708.jpg,"Patho,Jaw",Which of the following is a finding in the maxillary sinuses?,C,C,C,True,1
66,016708.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,A,A,False,5
67,016712.jpg,"Teeth,Jaw",What is the status of bone loss in the jaw according to the report?,A,A,A,True,2
68,016712.jpg,SumRec,Which of the following is a preventive measure recommended in the report?,B,B,B,True,0
69,016712.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,C,C,C,True,3
70,016712.jpg,"Teeth,SumRec",What is the priority concern regarding tooth 37?,B,B,B,True,1
71,016712.jpg,"Teeth,HisT",Which of the following teeth has a crown restoration with underlying root canal treatment?,D,A,A,False,5
72,016713.jpg,"Patho,Jaw",Which of the following is NOT a finding in the jaw-specific observations?,C,A,A,False,1
74,016713.jpg,Teeth,Which of the following wisdom teeth is suspicious for impaction?,A,A,A,True,5
75,016713.jpg,"Teeth,HisT",Which tooth has a crown restoration?,D,D,D,True,5
76,016713.jpg,Teeth,How many teeth are visualized in the radiograph?,C,D,D,False,5
78,016723.jpg,"Teeth,HisT",Which tooth shows signs of root canal treatment?,B,A,A,False,5
79,016723.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,A,A,False,5
80,016723.jpg,Jaw,What is noted regarding the bone architecture?,C,C,C,True,5
81,016723.jpg,Jaw,What is observed in the maxillary sinuses?,C,C,C,True,5
82,016726.jpg,Teeth,Which of the following teeth are impacted wisdom teeth according to the report?,D,C,C,False,5
83,016726.jpg,"Teeth,Patho",Which tooth is suspicious for deep caries?,C,A,A,False,5
84,016726.jpg,"Teeth,Jaw",What is the status of bone architecture in the jaw?,D,A,A,False,2
85,016726.jpg,HisT,What type of dental restoration is found on tooth 25?,C,B,B,False,0
86,016726.jpg,HisT,Can you identify the dental treatment present on tooth 15?,C,A,A,False,0
88,016744.jpg,SumRec,What should be monitored for potential complications?,B,B,B,True,0
89,016744.jpg,Jaw,In which jaw is there evidence of bone loss?,A,A,A,True,5
90,016744.jpg,Teeth,How many teeth were visualized in the panoramic radiograph?,D,A,A,False,5
92,016769.jpg,"Teeth,HisT",Which of the following teeth has signs of a root canal treatment?,D,C,C,False,5
93,016769.jpg,Teeth,Which of the following teeth is identified as a wisdom tooth?,B,B,B,True,5
94,016769.jpg,Teeth,How many teeth were visualized in the panoramic radiograph?,C,D,D,False,5
95,016769.jpg,Jaw,What is the radiographic feature of the maxillary sinus?,B,B,B,True,5
96,016783.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,C,C,C,True,5
97,016783.jpg,Teeth,What is the status of the wisdom teeth in the radiograph?,D,C,C,False,5
98,016783.jpg,Jaw,Is there any apparent bone loss in the radiograph?,D,A,A,False,5
99,016783.jpg,"HisT,Jaw",What structures are visible in the jaw?,B,B,B,True,3
100,016783.jpg,Patho,How many teeth show periapical lesions in this panoramic X-ray?,B,A,A,False,0
101,016790.jpg,"Teeth,HisT",Which tooth has both a crown restoration and root canal treatment?,D,A,A,False,5
102,016790.jpg,"Teeth,Patho",Which of the following is a tooth with suspicious caries?,B,C,C,False,5
103,016790.jpg,"Teeth,HisT",Which tooth does have a filling?,C,B,B,False,5
104,016790.jpg,Teeth,Which tooth is erupted among the wisdom teeth?,C,C,C,True,5
106,016792.jpg,"Teeth,Patho",Which tooth is suspicious for caries and deep caries?,A,A,A,True,5
107,016792.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,A,A,False,5
108,016792.jpg,"Teeth,HisT",Which tooth has signs of both a filling and root canal treatment?,A,A,A,True,5
109,016792.jpg,"HisT,Jaw",Which of the following is a visible structure in the imaging?,D,D,D,True,3
110,016792.jpg,Jaw,"Can you identify the structure within the bounding box [1377, 36, 1784, 460]?",C,C,C,True,5
111,016807.jpg,Jaw,Is there apparent bone loss in the jaw?,D,A,A,False,5
112,016807.jpg,"Teeth,HisT",Which tooth site has a dental implant present?,B,A,A,False,5
115,016807.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,A,A,A,True,5
117,016808.jpg,"HisT,Jaw",Which structures are visible in the imaging?,C,C,C,True,3
118,016808.jpg,HisT,Which of the following historical interventions is NOT detected?,C,C,C,True,0
119,016808.jpg,Jaw,What is observed regarding the bone architecture?,B,D,D,False,5
120,016808.jpg,"Teeth,SumRec",What is the priority concern for tooth 38?,A,B,B,False,1
121,016821.jpg,"Teeth,HisT",Which tooth has an implant?,A,A,A,True,5
122,016821.jpg,Teeth,Which tooth is erupted as a wisdom tooth?,A,A,A,True,5
123,016821.jpg,"Teeth,HisT",How many teeth have signs of crowns?,C,C,C,True,5
124,016821.jpg,"Teeth,Patho",Which tooth has signs of a periapical granuloma?,A,A,A,True,5
126,016823.jpg,"Teeth,Patho",Which tooth is suspected to have an impacted wisdom tooth?,A,A,A,True,5
127,016823.jpg,"Teeth,HisT",How many teeth are observed with crowns?,C,A,A,False,5
128,016823.jpg,"Teeth,SumRec",Which tooth requires endodontic evaluation?,D,C,C,False,1
129,016823.jpg,"Patho,SumRec",What is recommended for interproximal caries detection?,B,B,B,True,1
130,016823.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,B,B,B,True,3
131,016825.jpg,"Teeth,Jaw",In which jaw are missing teeth regions detected?,C,C,C,True,2
132,016825.jpg,Teeth,Which wisdom tooth is erupted according to the report?,C,B,B,False,5
133,016825.jpg,"Teeth,Patho",Which tooth exhibits a periapical granuloma?,A,A,A,True,5
134,016825.jpg,Jaw,In which jaw is bone loss observed?,D,A,A,False,5
